id,user_bg_color,user_followers,text,user_description,created,user_location,coordinates,id_str,user_name,user_created,retweet_count,geo
14,F5F8FA,37,Trump can't even solve healthcare. Why does he think he can solve N. Korea? @CNN @Chelseashow @Wh00piGoldberg,,2017-04-04T02:04:23,"Wichita, KS",,849080174444503044,Adamhirsh4,2017-03-31T02:52:57,0,
15,F5F8FA,3,I #StandWithHFC because they stand with the American people who elected GOP to repeal Obamacare,,2017-04-04T02:04:34,"Moreno Valley, CA",,849080219566825473,1heavydutydude,2017-01-16T20:56:54,0,
16,000000,1231,LDLコレステロール値が高くなりすぎると動脈硬化・心筋梗塞・脳卒中などの病気になっていく可能性が高くなります。今回はコレステロールについての正しい知識と、毎日のお弁当にも使える便利なレシピをご紹介！ #食事 https://t.co/HAAdLI1OOk,"ドコモ・ヘルスケアの公式アカウントです。
ダイエットや美容、健康のタメになる（かもしれない）情報や小ネタをお届けしています。
ときには、スタッフが体を張ったダイエットレポートや日々の頑張って歩く姿も。。。
お問い合わせにはお答えできないこともありますが、いただいたコメントにはなるべくお答えできるように頑張ります。",2017-04-04T02:04:35,恵比寿,,849080224188956676,dcm_healthcare,2015-10-28T01:39:57,0,
17,C0DEED,1296,Trump works while Congress dithers. https://t.co/IdFAJ1yrlc,"Former Finance, sales & marketing. #conservative, #MAGA, #capitalism, #Constitution, #USA",2017-04-04T02:04:45,california,,849080269059629058,JoeTwohig1,2015-10-08T17:45:00,0,
18,000000,20056,Healthcare is a major factor to any society. We will lean on U.S and Cuban doctors. Cuba has shown an excellent medical prowess with nations,"Federation of Royal Maya, 3 Islands, 2 partners, 1 goal #Tourism partnership with @CubaMINREX @FRMMFA. Extending #Dev arm to UNCITRAL & space for @refugees.",2017-04-04T02:04:46,"Tago, Federation of Royal Maya",,849080272679309313,uremirates,2016-04-25T01:50:49,0,
19,C0DEED,113,"@SpeakerRyan this is kind of like your strategy on repealing Obamacare.
#TotalFailure https://t.co/T3jp1otTXR",,2017-04-04T02:04:48,United States,,849080280409419777,steavemiller,2015-06-14T10:52:24,0,
20,90A090,7958,"What Newt Gingrich Sees as Missteps by Trump, House Leaders in Failed Obamacare Repeal: https://t.co/WsokJyFCpA  #tcot",The Conservative Papers have been developed as an answer to the increasing wave of socialism sweeping our nation (the U.S.A.) and the world.,2017-04-04T02:04:50,USA,,849080287954960390,ConservativeMag,2010-03-25T22:46:43,0,
21,C0DEED,29,"Interested in a #job in #Breckenridge, CO? This could be a great fit: https://t.co/wWwxQ2ldsz #Healthcare #Hiring",,2017-04-04T02:04:50,,,849080288340824064,ColoradoMtnJobs,2015-06-30T16:37:45,0,
22,000000,352,Hillary Clinton is an idiot. Regardless of what her followers believe. She jacked healthcare to a point that it wou… https://t.co/HXfHbWdTp2,Drone all enemies as often as possible!,2017-04-04T02:04:50,Costa Rica,,849080288848248832,tomnsarchi1,2016-09-09T18:45:38,0,
23,C0DEED,594,Wow. This is what insurance is supposed to do. We all pay in so if we find ourselves in this awful situation we get… https://t.co/GZMqQUoU6v,"Cancer health services researcher and pharmacoepidemiologist. Avid coffee drinker and investigator of cancer drug policies and prices.

RT is not an endorsement",2017-04-04T02:04:53,"Chapel Hill, NC",,849080300688859138,DusetzinaS,2014-08-08T01:52:49,0,
24,000000,2804,".
O-care Vs. T-care in a visual I love.
. https://t.co/5371ay3byq",REVOLT with 12 Principles of FAIRism #1: ELECTIONS 100% publicly financed Amend Citizens United https://t.co/jgY7eCfMW8 #FirstAmericanInternetRevolution,2017-04-04T02:04:57,"California, USA",,849080319294795776,lakehermit2,2016-06-27T21:10:56,0,
25,F5F8FA,3,#StandWithHFC because they took a principled stand. Their efforts have paved the way for a better Obamacare repeal bill.,,2017-04-04T02:04:58,"Moreno Valley, CA",,849080320360157185,1heavydutydude,2017-01-16T20:56:54,0,
26,000000,4918,"Obamacare. Will. Collapse.

#FullRepeal 
#mondaymotivation https://t.co/OhtFkservy","YouTuber, Gamer, Master of Piano (Tiles), Godzilla fan, Constitutional Conservative, and proud to be an American. NO LISTS! Nuff said.",2017-04-04T02:05:07,,,849080358519885825,deplorablezilla,2016-10-07T00:51:01,0,
27,F5F8FA,14,"@tnalawson @realDonaldTrump @FoxNews @FBI As if Obamacare is so wonderful, can't you folks see that the government can't run anything.",,2017-04-04T02:05:10,,,849080371824218112,GaryBur07921808,2015-12-18T03:00:23,0,
28,C0DEED,311,"STREWTH❗to be sure to be sure call'em Write'em 
Representatives &amp; Senators need to know how important Healthcare is… https://t.co/iExYtaFBSy",,2017-04-04T02:05:10,,,849080372356947971,Breacdonn11,2015-06-14T06:05:20,0,
29,131516,30080,#ODSC East Workshop: A Value-based Approach to Predict and Improve Outcomes in Healthcare https://t.co/1h7ESrix6A,Bringing together the global data science community to help foster the exchange of innovative ideas and encourage the growth of open source software.,2017-04-04T02:05:18,"Boston, MA ",,849080404397240320,odsc,2015-02-04T22:35:11,0,
30,128AAB,8406,"ACP guidelines recommend #CBT, #relaxation &amp; more for #backpain - https://t.co/z6JmUVI1sZ #physicians #healthcare #primarycare","Renowned education in #mentalhealth, #veterans #health, #CBT & more. Conferences, online courses, mobile, social. Ranked #1 Department of Psychiatry in the U.S.",2017-04-04T02:05:18,"Boston, MA",,849080404699230209,MGHPsychAcademy,2009-04-13T18:38:40,0,
31,000000,63,"🕵🏻‍♂️👀's

In with the
🤖🤖🤖🤖🤖🌬️💨💨💨💨💨👨🏼‍⚕️👨🏻‍⚕️👩🏼‍⚕️👨🏽‍🔬👩‍🔬👨🏻‍🚀👩🏻‍🚀's

I guess a #basicincome or #UBI for the highly s… https://t.co/vGLUTonaDM","A🗺Social Democracy includes a #basicincome as it's 💎🌱Shirewood🌳🌳🌳Robin🏹,🦃William Brewster & 👑Ludd➕🙏s to🎩Aberconways💡💭a⛏️🏘️& the reason I am here🤔",2017-04-04T02:05:18,"Montréal-Ouest, Québec",,849080406729269248,Brett_W_Walter,2013-11-05T16:13:23,0,
32,000000,40,eHealth is geen wondermiddel maar een leerproces. #lifelonglearning  https://t.co/WU8RDGEIbT,#Curatr online social learning & relatie interactie met kennisdelen/creatie. http://linkedin.com/in/ruudklerks | Associate partner Moocfactory #moocfact,2017-04-04T02:05:21,Contact rklerks@moocfactory.nl,,849080416439087104,RuudKlerks_RKT,2016-10-10T20:16:50,0,
33,000000,212,@bluecollardude @BernieSanders Is it hypocrisy to have a bigger military than the next 7 nations combined when our… https://t.co/MhlV0O3DRG,"Try waifus, not radical Islamic terrorism (Steam: TRBN8R / PSN: DarknessBroly / XBL: The Jurinator/ CFN: TheJurinator / BattleNet: Turbanator#1377) #FeelTheBern",2017-04-04T02:05:21,Error 40002,,849080419198828544,TRBN8D,2014-07-28T14:16:23,0,
34,FFFFFF,403,Pence presents new healthcare offer to Freedom Caucus  https://t.co/pRgYayqGVf,,2017-04-04T02:05:23,"San Francisco, CA",,849080427667214336,digyoursoul,2009-09-06T05:51:21,0,
35,F5F8FA,4,@freedomcaucus @justinamash I do not believe you.   Reports have come out that the House/WH compromised on the healthcare bill.,,2017-04-04T02:05:24,,,849080429105864706,merlin_best,2016-02-16T19:22:29,0,
36,131516,110,@voxdotcom @ezraklein Imagine finally getting world class universal single payer healthcare... And having to call it Trumpcare.,"Product Manager at Walt Disney Studios /
Writer /
Leftist / 
Opinions are mine not employer's / Trying to break out of my bubble and understand other side",2017-04-04T02:05:27,Los Angeles,,849080442657570817,HollywoodGeek,2010-05-29T16:24:59,0,
37,C0DEED,1742,And he wouldn't have been asking Russia for a donation to his campaign! 🤔 Ohhh that. https://t.co/5mrgewWSmf,"I believe in guns & the USA, being honest, loyal, and open minded. A well educated opinion is a strong one. I ride the #TrumpTrain #ClevelandIndians",2017-04-04T02:05:33,United States,,849080467689271296,juanitamcope,2013-03-08T12:56:56,0,
38,000000,124578,"Trending Story In #Healthcare: Good News for the Older Mothers https://t.co/P6YYFDubSg, see more https://t.co/MGmB8vOlsN",Progressive Thinking For Thoughtful People. Find The Joshua-Paul Show Wherever You Get Your #Podcast's. Hosted By @GypsyBroadcast Via Simple Living Radio,2017-04-04T02:05:34,"Tucson, Arizona",,849080473963900928,joshuapaulshow,2010-04-13T15:54:08,0,
39,1A1B1F,609,"Donald Trump: Get Behind Single Payer Healthcare, Idiot – Fusion https://t.co/eZC2BxJtOi https://t.co/rfomhn9Ujw",We have all the US Politics News for you @ http://politicsinformer.com,2017-04-04T02:05:35,Washington,,849080475561992192,Politics_Info,2011-05-16T08:08:38,0,
40,F5F8FA,30,@jasoninthehouse Trumpcare is hateful. You use it for your healthcare.,"Retired special educator, quilt maker, MSNBC groupie",2017-04-04T02:05:35,"Massachusetts, USA",,849080477520736261,amydean54,2016-06-07T22:14:10,0,
41,F5F8FA,1222,I'm okay with changing your mind for the right reasons but not the wrong ones. Make Trump revert to being in favor… https://t.co/k1MtLL6Qix,"Founder at For A More Perfect America. http://facebook.com/foramoreperfectamerica #progressive #justicedems #dumptrump 
#getmoneyout #prochoice #berniesanders",2017-04-04T02:05:39,California,,849080492666302464,P_McEnroe,2016-10-05T04:16:49,0,
42,F5F8FA,593,White House to unveil new Obamacare repeal deal Tuesday https://t.co/kPOy0MJGN9 via @DCExaminer,,2017-04-04T02:05:39,"Knoxville, TN",,849080493740089344,joyrunzel,2016-04-22T05:49:14,0,
43,FFF04D,7,Harbor City CA USA - Healthcare #Security Guard - Key Words Security Guard Security Officer S... https://t.co/hG8sa5uSAS #CAREER #WORK #JOB,Need a security service? Find one today using our nationwide directory. Features daily job postings for all security related positions.,2017-04-04T02:05:40,,,849080498907426822,SecurityGuide1,2011-07-21T15:28:38,0,
44,F5F8FA,29,"@TrumpsVagina2 @TJane_57 @DonaldJTrumpJr @realDonaldTrump Come on, that's the former president, the one who started… https://t.co/4AycS0XEUh","over the last year my eyes have been opened, now I stand with President Trump maga!",2017-04-04T02:05:41,"Buffalo, NY",,849080503768666113,zeis1043,2016-11-12T03:32:48,0,
45,F5F8FA,3,"The facts about Depression
#Depression #HealthCare https://t.co/x7lhp8gZaB",News http://InKovai.com ~ An Online Portal which delivers the happenings of Coimbatore instantly and trustworthy. We write before you know about Coimbatore.,2017-04-04T02:05:42,"Coimbatore, India",,849080505706434563,InKovaiMedia,2016-10-11T14:33:35,0,
46,F5F8FA,441,@GregoryMeeks @SpeakerRyan @DevinNunes @SpeakerRyan is hoping against hope he can get his horrible healthcare No-CA… https://t.co/3DAPe1BFWq,"Happy wife. H.R. Manager. passionate about animals, my family,good food, red wine, books & my UCLA Bruins! Proud Liberal Democrat💙",2017-04-04T02:05:43,"California, USA",,849080509359640576,ArgentinaPatito,2016-09-25T16:52:21,0,
47,380A0A,1411,https://t.co/paCgZ3YLnT Iowa’s Largest Insurer Says It Will Withdraw From Obamacare Exchanges… https://t.co/50M2WcQpj6,"Deals, Jobs, World News Aggregator.",2017-04-04T02:05:45,United States,,849080519056904192,CLM_net,2012-08-13T09:34:43,0,
48,000000,212,@bluecollardude @BernieSanders Is it common sense to have a bigger military than the next 7 nations combined when o… https://t.co/xqbGIpiAQg,"Try waifus, not radical Islamic terrorism (Steam: TRBN8R / PSN: DarknessBroly / XBL: The Jurinator/ CFN: TheJurinator / BattleNet: Turbanator#1377) #FeelTheBern",2017-04-04T02:05:46,Error 40002,,849080523620319233,TRBN8D,2014-07-28T14:16:23,0,
49,F5F8FA,54,Key House Republican expects to see revised healthcare plan  #Finance #news https://t.co/UGArW677xW https://t.co/XaeN6pM8nN,,2017-04-04T02:05:47,,,849080528817061892,hnvcouk,2016-11-15T08:54:53,0,
50,1A1B1F,1047,Lol white dudes gotta have the worst internet search history out of any select group of people https://t.co/JGxVjU5Ccm,Brooklyn Bullshit || Films || Sportsball || 2nd best secret agent in the whole world,2017-04-04T02:05:56,NYC ,,849080566397927429,Jay_DBN,2009-02-02T21:06:16,0,
51,8B542B,70,Let's  shoot for the 20's https://t.co/h41bLxgtnF,"BA and JD University of North Dakota.  Realtor, Lincoln, Ne.  Woods Brothers",2017-04-04T02:05:58,"Lincoln, Nebraska",,849080573750632451,kleindinger,2009-04-05T21:04:47,0,
52,C0DEED,58,@BarackObama thank you for stealing 800 mill from Medicare to pay for Obamacare. My parents really appreciate it #adios,,2017-04-04T02:05:58,,,849080574560133121,Getinjosescar,2012-06-04T03:04:01,0,
53,090A0A,2323,Pls no https://t.co/pxi1pwnOML,"Politics fan, podcast lover, tired person. I'm here for the jokes and sadness.
#ShePersisted",2017-04-04T02:06:00,"Pgh, PA",,849080579966500865,raininblack,2009-05-04T21:49:27,0,
54,9AE4E8,1639,Washington (DC) Examiner:  White House to unveil new Obamacare repeal deal Tuesday . More #Obama #news - https://t.co/OkWn16TLaX,Breaking news stories about Barack Obama from top online news sources.,2017-04-04T02:06:02,USA,,849080588971761665,ObamaInTheNews,2009-06-07T11:48:45,0,
55,C0DEED,263,"@NancyPelosi Quick! Trump is threatening to approach Dems, he doesn't read legislation, y'all could trick him into universal healthcare now!","comedian, musician, recovery advocate, battlestar fan, buffy follower. These are all hats i wear. And a swim cap, at all times.",2017-04-04T02:06:02,"Austin, Tx",,849080589470838784,21GrahamsFoster,2012-03-19T23:09:01,0,
56,000000,794,The Original Lie About Obamacare https://t.co/jWpPBJix53 by @DLeonhardt #Obamacare #ACA #TrumpcareFail… https://t.co/sM1Ff9l3UA,Be Smart. Stay Informed. Actively Dissent. #resist #SmartDissent,2017-04-04T02:06:05,America,,849080602359934977,smartdissent,2017-02-02T02:34:50,0,
57,C0DEED,431,What the fuck is wrong with you? https://t.co/txbgLAA1oH,speaker of terrible truths . guilty of crimethink against left-wing Big Brother. Unbelly feels SJWs. #infidellivesmatter,2017-04-04T02:06:06,Mongolia,,849080607032430595,Vosnicos,2013-07-11T14:48:09,0,
58,C0DEED,17,@AC360 Look after His sheep - very affordable healthcare for sick for you will receive your rewards in full♥,,2017-04-04T02:06:14,,,849080640343605250,richardcfoo,2012-09-24T01:31:38,0,
59,FFFFFF,24499,Dude gets it https://t.co/hBkxqLZJGr,I make content and do entrepreneur stuff.,2017-04-04T02:06:15,Independent Republic of Texas ,,849080645636771840,danielkthomas,2009-03-31T05:10:51,0,
60,000000,592,"Telemedicine to help transform healthcare: https://t.co/RKsZ6D5yxF - #Cybersecurity - April 3, 2017 at 07:28PM by @JFECybersec","Security, Authentication, Secure ID, Data Security, Enterprise Security, HomeSecurity, AI Security, Internet Security, SmartCity Security, IoT Security",2017-04-04T02:06:17,Deutschland,,849080654608388096,jfecybersec,2015-12-16T09:25:49,0,
61,F5F8FA,191,"RGN #Nurse required  in #Ferryhill, #County Durham. from GBP 14.35 #healthcare #jobs #jobsearch  https://t.co/QivrnViJAC",,2017-04-04T02:06:19,,,849080662548262912,AxisRecuitment,2016-04-15T14:16:45,0,
62,FFF04D,4956,"Spire Healthcare Group PLC Insider Simon Gordon Sells £192,007.92 in $SPI https://t.co/2xE5ihS8eV",News for Consumers in a Changing World,2017-04-04T02:06:21,"Sioux Falls, SD",,849080671339458561,ConsumerFeed,2009-08-25T00:39:44,0,
63,000000,16010,@CBSThisMorning @GayleKing @IvankaTrump @RyanKadro please please please do not let women and those of us who may lo… https://t.co/RwV66g7I9i,"Empath Activist, Pop Culture &Politics Rogue investigator, Arthouse Curator & master of wordsmithness. @idolsandegosdet @chicagoblognet #empathicactivist",2017-04-04T02:06:22,DETROIT | CHICAGO,,849080675743543297,kellyryanobrien,2009-02-22T18:50:04,0,
64,000000,250,Intel moving from making brains of computers to healing cells of humans https://t.co/AYw4MfgyDR #Genomics #PrecisionMedicine @IntelAI,"Building scalable technology solutions in urban sciences. Built real-time air quality monitoring at IndiaSpend #Breathe. Earlier Mindtree, Arcot, IISc",2017-04-04T02:06:23,"Mumbai, India",,849080679740694529,rsutaria,2008-05-18T09:44:15,0,
65,000000,4914,"So people, who may be addicted to drugs and need Health care to get into treatment facilites won't get Healthcare,… https://t.co/Cnmu8yqNuV","BA Journalism/Public Relations, Single Mother of 1, I did chemo for 11 yrs to be here, NO one will scare me away. Member of the Democratic party since 1984",2017-04-04T02:06:26,Dardanelle Arkansas,,849080690545176577,TinaMorphis,2012-11-11T23:01:59,0,
66,E1E1E1,1875,"See our latest #Hialeah, FL #job and click to apply: Pharmacy Technician - https://t.co/DNbdA6QADx #Healthcare… https://t.co/fhtgFyRPHU",General tweets about open #jobs at #CVS Health only. Connect with our recruiters by following @CVSCareers,2017-04-04T02:06:28,United States,"{""type"": ""Point"", ""coordinates"": [-80.2781057, 25.8575963]}",849080698556358661,CVSHealthJobs,2012-04-26T00:56:29,0,"{""type"": ""Point"", ""coordinates"": [25.8575963, -80.2781057]}"
67,F5F8FA,20,3 Mobile Solutions to Healthcare Industry Problems https://t.co/ojun5PfVJL https://t.co/IuUM5jPZAW,Bring you the best of news,2017-04-04T02:06:34,,,849080723315335168,news2come,2016-12-17T08:22:53,0,
68,C0DEED,191,@hamiltonnolan “Your total ignorance of the details of healthcare policy” Actually your complete lack of self awareness is adorable.,I have a PHD in Gay Asian Studies. During my collegiate career they got rid of the hockey team so my major could have their own new building.,2017-04-04T02:06:37,,,849080738108645376,TransUSAIndian,2013-04-29T05:22:26,0,
69,F5F8FA,61,3 Mobile Solutions to Healthcare Industry Problems https://t.co/IMOAtgmpn2 https://t.co/4sFxRW545G,just for jams,2017-04-04T02:06:39,"Benin-City, Nigeria",,849080745633210373,musiclow1,2016-02-27T09:58:01,0,
70,000000,2751,3 Mobile Solutions to Healthcare Industry Problems https://t.co/GQBKDqKdyg https://t.co/Z0pmPyPdUu,"Augustine Miles Kelechi, popularly known by his stage name Tekno Miles or Tekno, is a Nigerian singer-songwriter and creative producer.",2017-04-04T02:06:43,,,849080763446439937,thisislovem,2013-09-19T16:04:56,0,
71,000000,35,"Join the Health Images team! See our latest #job opening here: https://t.co/GtAggQ7XSm #Healthcare #Denver, CO… https://t.co/gxsmMXTprF",Official #jobs Twitter page for Health Images: imaging professionals dedicated to providing a better #XRAY #MRI #CTScan #UltraSound #Myelogram & #Arthrogram,2017-04-04T02:06:44,Boulder & Denver Colorado,,849080766311092224,HICareers,2016-09-14T18:24:55,0,
72,F5F8FA,10,3 Mobile Solutions to Healthcare Industry Problems https://t.co/Wjyi02Q1Br https://t.co/xLQY5A9bk8,"News, Events, Entertainment, Lifestyle, Fashion, Beauty, Inspiration and yes... Gossip! *Wink*",2017-04-04T02:06:47,Nigeria,,849080777602195456,themgotalk,2016-10-09T19:50:10,0,
73,F5F8FA,564,"Why, it was only last year that we reminded the Minister not to meddle with Healthcare!!

https://t.co/3NirYWonGT",I am the proud patriotic MLA for the fine residents of the riding of West Butte lAberta. And Real Estate. Alberta Report's Mr. July 1978  #ableg #abpoli #wrp,2017-04-04T02:06:47,Butte AB,,849080779040849920,VicForAlberta,2015-12-10T17:33:24,0,
74,C0DEED,317,@_HectorJGarza @VP If they take my healthcare away I won't be able to get treatment for the black lung. Whoopee!Pro… https://t.co/EVQdOJEUBl,"BS in Political Science & International Affairs, FSU Football 🏈, Pink Floyd, Led Zeppelin,Murderino,The Walking Dead,Leah Remini:Scientology& the Aftermath",2017-04-04T02:06:51,United States,,849080794740142080,WishKellygobye,2009-04-08T17:18:30,0,
75,8B542B,36,@CNNPolitics Forget healthcare! What about @AmbassadorRice and the unmasking of the Trump Officials! Why don't you talk about that!,peace everyone!!,2017-04-04T02:06:53,USA,,849080804521201665,lisac1313,2011-08-03T20:11:03,0,
76,C0DEED,502,"The Con-Man cometh
It was never repeal and replace
With best, cheaper, covers everyone healthcare, immediately
It w… https://t.co/OzJ5XxP8Qt",,2017-04-04T02:07:01,,,849080839300419586,Paw_amedic,2010-12-02T19:53:36,0,
77,C0DEED,1380,"#Job Clerk Administrative - Admitting Dept - Gainesville - Shands Healthcare - Gainesville, FL Find this Job&amp;More: https://t.co/KEMY4Olgwm","Gainesville FL local news, events, jobs and more. We also offer affordable local business advertising: http://www.localbuzznetwork.com or @localbuzzz",2017-04-04T02:07:03,Gainesville FL,,849080844081926144,Gainesville_Buz,2011-05-04T21:54:11,0,
78,000000,401,Why Doctors Soon Might Be Prescribing Video Games https://t.co/hsDW1746on #gamification #healthcare https://t.co/t3rszoN9cI,"Founder & CEO of @MindmazeSA, developing human machine interfaces and new applications in gaming, neuro-technology, and healthcare.",2017-04-04T02:07:03,Lausanne and San Francisco,,849080843972874243,TejTadi,2010-06-10T15:45:39,0,
79,000000,60,More Proof Trump Doesn't Know Or Doesn't Care What Obamacare Repeal Would Mean https://t.co/ZPwUQUgKXC,Happiness is my default position,2017-04-04T02:07:04,"North Carolina, USA",,849080851409272832,drfarasat,2014-06-09T22:18:24,0,
80,C0DEED,11019,"White House, Republicans trying to revive Obamacare repeal in new talks",PHS| Baseball Life ♥ I'll Follow Back ! Just dont Unfollow ♥,2017-04-04T02:07:04,Somewhere Posted,,849080852168531968,RustyArrisonXVJ,2011-10-18T18:46:17,0,
81,C0DEED,241,"#unc like us healthcare, #BROKE",Designer | Husband | Father | Engineer | Car & Motorcycle Enthusiast | Artist | Wknd Warrior| Football Fan | Public Speaker | Basketball Fan | GENUIS!!,2017-04-04T02:07:06,"Like visa, evrywhre u wanna b",,849080859550515201,tmston_2,2011-05-26T10:40:54,0,
82,D4D4D4,29005,"A Communication Failure Between Pharmacists and Doctors

@PharmaNew #healthcare https://t.co/nuKqDEwKhW https://t.co/as7I5nwVek","Pat Salber, MD, MBA. A thought leader in health and healthcare innovation. #mhealth",2017-04-04T02:07:06,"San Francisco, CA",,849080860448100352,docweighsin,2010-07-12T03:03:14,0,
83,DDDDDD,6086,"Hint to @HouseGOP, if it's a tax bill it's not a healthcare bill. https://t.co/tvZYaefYCF","#ImStillWithHer  #PeoplesPresident #HistoryMade  Lesbian, Feminist, Navy Veteran, Episcopalian, originally from NY. Trump voters are idiots. #persist",2017-04-04T02:07:13,"Newtown, CT",,849080887593586689,SophieInCT,2009-06-16T14:01:36,0,
84,C0DEED,1765,We need to keep @SpeakerRyan and @ReinceGOP away form healthcare negotiations. https://t.co/TidNsYW1s9,Irish Catholic,2017-04-04T02:07:14,"Boston, Massachusetts",,849080890487701508,shillelagh1,2009-04-11T19:44:38,0,
85,C0DEED,64,#Obamacare Choices Could Go From One to Zero in Some Areas — “the first self-repealing law” https://t.co/FWUQ9jSSpU,,2017-04-04T02:07:14,Chicago,,849080891427225601,baburdick,2013-04-04T03:52:18,0,
86,000000,5383,5 Things Republicans Can Do To Repeal Obamacare https://t.co/7Fa9fu0xct,"⚡️ INDEPENDENT {no affiliation} point of view & able spat on hot topics, shorn of undue binging on guilty pleasures or feeding upon little but a rankest crap ⭐",2017-04-04T02:07:16,,,849080900327485440,npnikk,2016-09-05T20:16:17,0,
87,F5F8FA,3,Obamacare’s regulations are the drivers of high costs. #StandWithHFC because they’re committed to repeal them,,2017-04-04T02:07:19,"Moreno Valley, CA",,849080912046424064,1heavydutydude,2017-01-16T20:56:54,0,
88,000000,117,@KurtBW_WTRF @brittaufait ... and this is the healthcare for those who've served their country. It doesn't fill me… https://t.co/QkjDkysG2s,"Attempting to make more sense than a fortune cookie, 140 characters at a time.",2017-04-04T02:07:22,"Alexandria, VA",,849080927691132928,rmorlan,2008-05-13T02:39:37,0,
