id,user_bg_color,user_followers,text,user_description,created,user_location,coordinates,id_str,user_name,user_created,retweet_count,geo
460,000000,881,Pulling for #UNC in the #NationalChampionship for 2 reasons: Winning my brackets and 20 years of the Zags dominating Santa Clara.,Global #SocialMedia Marketing Mngr @F5Networks. World Traveler. Golfer. Pacific Northwester. Part-time #paleo. #GoMariners. #GoSounders. Tweets include sarcasm.,2017-04-04T01:14:32,Seattle,,849067629847482373,DrewMcM,2009-02-28T00:04:14,0,
461,F5F8FA,25,The DMX version of our starting lineup. #ZagUp https://t.co/fNdtkgKt2M,I.A.T.S.E. crew. Dog Father. Elementary School Valedictorian. GONZAGA alum. Here and now.,2017-04-04T01:14:32,"Spokane, WA",,849067630648578048,EddieTwote,2017-01-23T16:30:23,0,
462,C0DEED,803,#NationalChampionship #GoHeels enuff said.,The man with the most isn't always in the front.,2017-04-04T01:14:32,Where the 3 rivers meet. ,,849067630958956544,Chad_Lee_Cannon,2010-03-08T18:33:50,0,
463,EDECE9,507,Going with Gonzaga #marchmadness,"Allah is the Greatest,this wicked world is a prison for righteous people,I laugh & smile everyday but I remember those who dont or cant",2017-04-04T01:14:32,Maryland,,849067631466426369,remember2pray,2011-03-10T15:41:23,0,
464,1A1B1F,762,Wish you were here. Let's do this. #NationalChampionship,Columnist for the daily newspaper in Spokane since 1992. Blog: http://www.spokesman.com/blogs/slice/,2017-04-04T01:14:32,"Spokane, WA",,849067631760072704,_PaulTurner,2009-03-08T03:30:37,0,
465,F5F8FA,69,"The Zags will win the #NationalChampionship #UnitedWeZag
https://t.co/mMiWTzPqum",Official Page of Ohio State 9 Strong,2017-04-04T01:14:33,,,849067632963846146,9StrongOSU,2016-12-30T03:57:38,0,
466,000505,439,i got UNC winning it #marchmadness,FIU 20',2017-04-04T01:14:33,limbo,,849067633899180032,dpetrosemolo,2011-05-03T13:55:59,0,
467,C0DEED,58,@ZagMBB 79 @GoHeels 74 Hope for a good game and it's over before 1230. #FinalFour #nationalchampionship,"Associate Director of Athletic Funds at McDaniel College. From the burbs outside of Philly. Diehard PITT Hoops fan. Packers, Phils, Flyers. Tweets are my own.",2017-04-04T01:14:33,,,849067633894883329,SCasten17,2011-08-01T22:04:21,0,
468,000000,230,should be good camerawork #nationalchampionship #NCAAChampionship #UNC #Gonzaga,,2017-04-04T01:14:33,,,849067634587029504,bobbymckinley33,2016-07-02T02:23:32,0,
469,F5F9FA,10082,One of the few times you'll catch me rooting for the powder blue. A win would soften #BBN loss. #marchmadness,"Partner @ Kaleidico Ventures. Interested in online consumer experiences, lead generation, and sales performance.",2017-04-04T01:14:33,"Detroit, MI",,849067634800951296,billrice,2007-05-09T17:11:12,0,
470,D0CDCD,807,Y'all ready ?! #NationalChampionship  #MarchMadness #FinalFour,"TEYANA TAYLOR ❤️, #Veteran, #TeamArmy, #SneakerHead, #DukeNation, #TeamGEMINI, #NOH8, #DontaskDonttell",2017-04-04T01:14:33,sC ✈ aK,,849067634603773953,HemiXXVI,2009-07-26T16:27:55,0,
471,F5F8FA,41,Ready to witness history and for the madness to end! #marchmadness #Gonzaga #UNC https://t.co/3fvRPxDf4C,Food for the Mind + Food for the Body = Sustenance for the Soul  ...  Find me on Instagram and Facebook #bookstagram #booklover #foodie,2017-04-04T01:14:32,,,849067631776862209,ravenousreads,2016-10-27T20:42:13,0,
472,0099B9,2470,Let's go #Heels!#NationalChampionship,Mother. Writer. Veteran. Basketball Lover. Runner. Lover of Books&Documentaries. Wattpad. Married to @Coach_CLLittle #Bulls SC:dlittlewriter IG: dslittlewriter,2017-04-04T01:14:34,Where I'm Supposed to Be...,,849067637086793728,DLittlewriter,2009-03-12T16:41:37,0,
473,131516,358,Let's go Zags! #nationalchampionship #marchmadness  🏀🏆,Vanderbilt MSF c/o 2017. WKU/ΑΓΔ Alumna. Think higher. Live deeper. -Elie Wiesel,2017-04-04T01:14:34,,,849067637195894786,R_McPhearson,2011-02-23T18:32:39,0,
474,FA9420,995,Let's go #Gonzaga! #nationalchampionship,"Former Iowan, now NY'er. Computer nerd. Oenophile. Recipe addict. Lover of high heels and strappy sandals. @MacysTourism occasionally. Tweets here are my own.",2017-04-04T01:14:34,NYC,,849067640022863875,LeighBlaize,2009-03-18T01:21:34,0,
475,2E292F,737,Gonzaga! #Bet https://t.co/Zx4vxryDb9,Engineer♛| Gym Rat | Art Lover l Sc: Rayrivera23,2017-04-04T01:14:34,P erre ,,849067640190636032,TodosMeDicenRay,2010-03-08T00:49:44,0,
476,C0DEED,208,#NationalChampionship the Zags about to take this W👀,#23,2017-04-04T01:14:35,,,849067642057101316,Jacobprofit4,2015-03-08T23:09:16,0,
477,C0DEED,2514,Let's Go Zags!! #NationalChampionship #Gonzaga https://t.co/B0CEOqBsOm,"🇺🇸 Chiefs, Royals, Patriots, Red Sox, SEC, #Trump2020 🇺🇸 #MAGA 🇺🇸Get on Board, or Get Out of the Way 🇺🇸",2017-04-04T01:14:35,Your Blind Spot,,849067640781975555,Patriot4545,2015-02-13T18:07:20,0,
478,ABB8C2,31,The garbanzo beans have cool jerseys. #nationalchampionship,Who am I? Hockey. Music. Food. Cubs baseball. MTSU Alum.,2017-04-04T01:14:35,"Tennessee, USA",,849067642308702208,C_No92,2012-09-11T00:49:50,0,
479,C6E2EE,899,I've got butterflies. #UnitedWeZag #NationalChampionship,Spokesman-Review reporter covering crime news and a little bit of everything else. Star Trek fan. Gonzaga grad.,2017-04-04T01:14:35,"Spokane, WA",,849067642874990592,NinaCulver,2010-11-15T04:45:07,0,
480,C0DEED,499,roll heels #nationalchampionship,,2017-04-04T01:14:35,"Buffalo, NY",,849067643210477568,alliabruzzino,2015-06-09T15:26:45,0,
481,C0DEED,339,"Okay, kids. Tweet me your best #Nantzism for tonight's #nationalchampionship.","Producer of MVMN for @WHIORadio, Flyer Feedback co-host for road games, halftime host for our @DaytonFootball and @DaytonMBB games. Tweets and RTs are my own.",2017-04-04T01:14:35,,,849067643298512899,JohnTisdell,2013-01-23T03:53:59,0,
482,DBE9ED,4643,The game hasn't even started???? #marchmadness,Fossil lover; anthropologist; science writer; evolution edu expert; celiac; dog rescuer; #Mirzayan alumna. Original Tweets are all mine. #scipol #scicomm,2017-04-04T01:14:35,NJ➡️NYC➡️AZ➡️DC and VA,,849067643478974467,Paleophile,2011-02-05T04:56:19,0,
483,C0DEED,722,"forgot about my bracket until 5 minutes ago and ayo ya girl is 99.8% 
Go Gonzaga #NationalChampionship",fighter of the nightman.,2017-04-04T01:14:36,"lexington, ky ",,849067645123125249,ellajane_18,2011-10-20T00:56:16,0,
484,C0DEED,213,GO ZAGS! #NationalChampionship,"I am the sports editor for the Laurens County Advertiser, and am also a contributor for the Greenville News. Views are mine alone.",2017-04-04T01:14:36,"Mauldin, SC",,849067645383127040,nrherman,2010-07-13T16:38:39,0,
485,C6E2EE,278,@comcastcares But now I am actually trying the watch the  #nationalchampionship and it has literally reset and cutoff 2x in the last 15 min.,LiveBIG!,2017-04-04T01:14:36,,,849067645953597440,ralphdickerson,2009-08-06T18:36:32,0,
486,111414,163,Back to back Final Four. This time will take care of business!  #TarHeelNation #NationalChampionship,"Don't take life to seriously, you'll never get out alive Sports Nerd | Sports Gambler | US Vet | IG - natemcfadden0",2017-04-04T01:14:36,,,849067646511394816,NateMcFadden0,2011-05-18T15:44:32,0,
487,F5F8FA,33,Here we go!!!!!!!!! #ZagavsNC #nationalchampionship let's go Zags,Sports guy,2017-04-04T01:14:36,,,849067646956040195,Clutch2k19,2016-08-01T01:04:41,0,
488,F5F8FA,21,"LET'S GO ZAGS!!!
#NationalChampionship #GoZags","Born and raised in Yakima, Wa.
Sounders, Huskies, Seahawks fan for life. Love tv and movies.I also do volunteer work as a camera operator at Together Church.",2017-04-04T01:14:36,"Yakima, WA",,849067647169945603,JosephM_2316,2017-01-09T21:41:43,0,
489,C0DEED,504,Official #NationalChampionship #AnthemReview: 7.6. Good nt great. That echo threw me for a loop! Rare shot of the sign language person too👍👐,IG: UncleRooney,2017-04-04T01:14:36,New York ,,849067647169966080,_UncleRooney,2012-06-25T22:11:02,0,
490,C0DEED,171,Lets. Go. Heels.  #nationalchampionship,,2017-04-04T01:14:36,,,849067647627120644,colinhendy94,2014-01-03T08:31:16,0,
491,C0DEED,1718,"Let's go! I have said all season these are the 2 most complete teams. I will call it now UNC 69 , Gonzaga 64 #NationalChampionship","FormR College Athlete,Masters Degree,6 yrs Radio/TV/Print Bball ReportN.Every1 follow 4 all EXCLUSIVE bball news and most importantly INSPIRING youth worldwide!",2017-04-04T01:14:37,KingOfBballNews@gmailcom,,849067649128701953,KingOfBballNews,2015-11-15T06:48:59,0,
492,C0DEED,2582,Lets Gooooooooooo TarHeel Nation stand up its go time. #CarolinaBlue #DieHeartTarheel 🏀🐏🏀🐏🏀🐏🏀 #NationalChampionship no nuts no glory!,"Believer In Jesus! OC/WR Guru Producing Great Men. 2009 FL 6A State Champ, 2011 FL 8A State Runner Up Psalm 27 Proverbs 16:3 Philip 4:13",2017-04-04T01:14:37," ☀️ 305 Miami, FL",,849067648642150401,IamCOACH_T_Y,2010-06-25T20:50:10,0,
493,131516,710,Game time in a few minutes!!! Come join in!!! FireFan #nationalchampionship https://t.co/yMNVWdjygf,"Former International Pro Basketball Player, Marquette Alum, DTA 16U coach, Future college coach, Follower of Jesus",2017-04-04T01:14:37,New Berlin Wi.,,849067649833336832,mjack35,2010-01-19T11:16:18,0,
494,1A1B1F,5149,Game time! #NationalChampionship,SC✈️Seattle. Seattle Seahawks Official DJ,2017-04-04T01:14:37,"Seattle, WA",,849067650386993153,DJSupaSam,2009-09-01T02:59:25,0,
495,FF00A6,1063,"That was the sexiest opening of anything I've ever seen opened in my life.

Thanks Mahershala Ali. #NationalChampionship","The pen is mighty, but swords are fun too. | Music Editor @BET | formerly @VibeMagazine | IG: @iyanarobertson",2017-04-04T01:14:37,"Brooklyn, NY",,849067650600898560,sincerely_iyana,2009-06-15T16:42:36,0,
496,C0DEED,2846,Can't even see the jumbotron lmao https://t.co/ayPXuMbIqy,Marie Hill. Writer.,2017-04-04T01:14:37,704 ,,849067651133558786,JustinIsSick,2011-08-01T16:28:09,0,
497,C0DEED,1584,Theo😂 https://t.co/ZOVtF77Mry,#IGotThose! #SkitFuckingDaddle!,2017-04-04T01:14:37,,,849067651364212739,jrdabest1,2011-12-16T20:09:31,0,
498,C0DEED,2341,"Dear NCAA,

Earlier next year.  

Signed, 
The East Coast
#marchmadness #nationalchampionship #goodnight",Bangor City Councilor | Host of @maineshow l @theFirstNA | Race Director for #ErinsRun | Husband and father | IG benspraguebangor,2017-04-04T01:14:37,"Bangor, Maine",,849067651804659713,bensprague,2010-05-03T19:53:14,0,
499,C6E2EE,1180,Let's #Gonzaga #nationalchampionship,I Dj|for booking contact:@GuataGotBounce| click link in profile to listen to my soundcloud mixes| college football players as well #🏈🏈,2017-04-04T01:14:37,California ✈️ New York ✈️ Cali,,849067652169560064,tabrontime,2011-04-21T19:24:40,0,
500,020921,428,Go Zags #marchmadness,Florida State University,2017-04-04T01:14:37,NJ✈️FL,,849067652219908097,AHoward131,2009-03-28T19:01:42,0,
501,131516,10565,"#NationalChampionship closing odds

#UnitedWeZag +1 (-101) 

#GoHeels -115 

O/U 155

https://t.co/r480KmGpWa https://t.co/DRaDcP4fLp","We serve YOU as THE betting industry's watchdog, providing sportsbook ratings, news & #sportsbetting free picks for #NBA #NCAAB #MarchMadness & MORE! #AskSBR",2017-04-04T01:14:37,,,849067652618350592,SBRSportsPicks,2010-08-03T18:19:30,0,
502,131516,1989,zags &gt; unc #nationalchampionship,sr. digital producer @rga | http://Instagram.com/mvd_23,2017-04-04T01:14:38,"hoboken, nj",,849067653134254081,MVD_23,2011-11-14T23:36:29,0,
503,DD2E44,435,"Retweeted NCAA March Madness (@marchmadness):

ROLL OUT! 

#NationalChampionship https://t.co/hvKdHzNEb6 https://t.co/EMG6M17kPh",5'9 160lbs African-American male born/raised in the stl; college graduate with a bachelor's/associate's in business administration-accounting; likable person,2017-04-04T01:14:38,"Saint Louis, Missouri,USA",,849067653289431040,Dthename,2009-04-08T17:17:16,0,
504,B2DFDA,73,"Giddy up, y'all!  #GoHeels 🐑 #nationalchampionship 🏀 https://t.co/BQFULD3IkJ",Christian; Wife of Army Vet; Small Business Owner; Penn State Alum; UNC Tar Heel Mom; Fantasy Football Champ; Competitive Bargain Hunter,2017-04-04T01:14:37,"Landenberg, PA",,849067652274417666,rhonhahn,2012-08-18T17:52:26,0,
505,C0DEED,42,Lets Go Tarheels!!! #GoHeels #nationalchampionship,"work, sleep, eat!  football racing bball nut",2017-04-04T01:14:38,Ranlo NC,,849067654354804736,RonnieSimpsonj3,2015-12-08T21:44:45,0,
506,C0DEED,168,I'm taking the @ZagMBB TO win the #nationalchampionship,levenselixer,2017-04-04T01:14:38,"Atascocita, TX",,849067655126503424,AlecZander__,2014-10-05T17:04:13,0,
507,C0DEED,613,"Gonzaga UNC, the two best teams in the country. Just how it should be! #MarchMadness",Ask any ol' bar stool...,2017-04-04T01:14:38,,,849067655113977856,Bo_Crane_34,2013-06-26T04:55:36,0,
508,9AE4E8,102,HERE WE GOOOOOO #GoZags #marchmadness @marchmadness @ZagMBB,NICU RN. Yoga. Country music. The beach and sunny weather. Anything worth it is rarely easy. Carpe the hell out of this diem.  Mrs. Murray 8/21/16👰🏼💍,2017-04-04T01:14:38,"Yucca Valley, CA",,849067655793438720,KristenBeez,2009-08-11T02:34:44,0,
509,1A1B1F,5251,Gonzaga by 4 tonight. 🏀#nationalchampionship,@IPFW Grad • #FortWayne • #SocialMedia • #Snapchat • 👻: brettgauger • #Marketing • #DigitalMarketing • #Branding • #LetsGoBlue〽️,2017-04-04T01:14:38,"Fort Wayne, Indiana",,849067656082845698,GAUG_zilla,2010-05-06T23:54:00,0,
510,E62319,223695,Gonzaga is the first @WCCsports team to advance to the #NationalChampionship since San Francisco in 1956.,Latest sports and news headlines from http://sports.usatoday.com | Add us on Snapchat  http://bit.ly/1VfgtLT,2017-04-04T01:14:39,USA TODAY,,849067657240432641,USATODAYsports,2008-08-07T14:45:36,0,
511,F79239,586,HERE WE GO. #NationalChampionship,anything in life worth doing is worth over doing.,2017-04-04T01:14:39,,,849067657416634368,NickWhyNot,2010-10-01T21:16:32,0,
512,C0DEED,496,The Zags will win the #NationalChampionship #UnitedWeZag https://t.co/7VZoVlaPCM,ESMD 🌊🌾 Sc// gusenriquez10,2017-04-04T01:14:39,,,849067658326794245,Gustavo_phs10,2014-01-20T06:24:41,0,
513,000000,222,#NationalChampionship    great job   🎶🎶🎶🎶,"ret.contractor,cancer survivor,avid outdoorsman.firm believer in first impressions. i think therefore i am ! roll tide #88",2017-04-04T01:14:39,United States,,849067658993700864,swilliec,2015-01-28T19:24:24,0,
514,C0DEED,291,"Regardless of what happens tonight, Gonzaga still lost to a Jimmer Fredette-less BYU team earlier this season #nationalchampionship","26 years old. Sports enthusiast. I write, I podcast, and I appreciate anyone who follows both",2017-04-04T01:14:39,"Suffolk County, NY",,849067659505389571,JustinCirillo,2010-08-11T13:54:12,0,
515,ABABAB,391,Let's goooooooo! @UNC_Basketball https://t.co/bSNNnmu1rU,Washed up All-American getting a PhD. | BA: Austin College '10 | MS: A&M-San Antonio '12 | PhD candidate: TWU,2017-04-04T01:14:39,"Dallas, TX",,849067660541296641,adekolapo_,2010-08-22T04:43:48,0,
516,131516,1317,Shout-out to Navy 1st Class P.O. Powell on an awesome job of singing the national anthem!!!! #nationalchampionship #usn 🙌🏾,Photographer 🚶🏾📷✍🏾️ IG: @TMO365 #TMOPhotography Exposure is 🔑,2017-04-04T01:14:40,"Washington, DC",,849067661988429824,TMO365,2010-07-07T19:48:02,0,
517,000000,1439,If UNC wins tonight Dean is gonna cancel classes for students tomorrow so they can all know what it's like to be UNC athlete. #marchmadness,"OFA alum, Dem Congressional Press/campaign mgr now progressive flack. Media/Public Speaking Trainer. NCAA FB #UConn. Opinions are own, RT≠endorsement",2017-04-04T01:14:40,"New York, NY",,849067662047105024,Licatacs,2009-03-05T03:55:48,0,
518,ACDED6,374,TARHEELS for the win! Let's go UNC! 💙#NationalChampionship,Thank god for punk rock bands. 🤘🏼,2017-04-04T01:14:40,"Rockford, IL",,849067664165265408,sarah_holoubek,2010-08-03T06:42:30,0,
519,000000,286,#marchmadness Finals🤘🏿,Sc 👻 Bryccey,2017-04-04T01:14:40,,,849067663896829954,Bankrollbryce,2015-09-06T04:05:51,0,
520,F5A823,114,This is ridiculous... #nationalchampionship some people have to work tomorrow,"That's a clown question, bro.",2017-04-04T01:14:41,"Cinna-sticks, NJ",,849067665553584128,laurendevivio,2009-03-19T04:28:45,0,
521,D9D9D9,22321,"Will history repeat?

Last time the ACC won the #NationalChampionship in football &amp; basketball in the same year...… https://t.co/5sRActCocZ",Campus Insiders. College Sports. All Day. Every Day.,2017-04-04T01:14:40,Snapchat: campusinsiders,,849067664752476162,CampusInsiders,2012-07-10T18:29:52,0,
522,00A2E8,343,Come on #Gonzaga! #NationalChampionship,Syracuse Orange graduate. Oklahoma Sooner grad student. Kick-booty tech writer who LOVES girl bands & everything Utica. Tobin Heath is my spirit animal. #CTID,2017-04-04T01:14:41,"Washington, DC",,849067666136584192,RichardMCFC,2012-05-16T15:33:42,0,
523,131516,647,I got UNC in this one💠 #nationalchampionship,MIHS Football C/O 18 LB   RIP papaCox❤️,2017-04-04T01:14:41,,,849067666333716486,brendonwhite1,2011-05-31T01:40:35,0,
524,C0DEED,498,"When I realize that tonight is the last night of College Basketball!! 😢😭😭
#MarchMadness #NationalChampionship https://t.co/0Vh9N8PEMk","@RudderNationTX Coach... @WashburnMBB Alumn04'...
@NMMIHoops 00'
@BHSVikingHoops 99'...
Father Of 4 including @HoopKingK ... Married To @SierraThaGr8",2017-04-04T01:14:41,"Bryan, TX",,849067666455265281,CoachJ_HAM,2011-09-21T18:04:37,0,
525,C0DEED,88,@marchmadness  @GoDucks wow. That young man totally blew it out singing the national colors. Go Navy!!!,"Mad scientist, Dodger Fanatic, Quacker Backer (Oregon...not Anaheim), tortured Cowboy fan and your typical nerd.",2017-04-04T01:14:41,,,849067667667464193,TheisJoseph,2013-09-20T04:11:17,0,
526,131516,292,🙌🏽! https://t.co/1hKL3xVF98,Alumna of The University of Toledo; Clinical Therapist; Wanderlust; Lover of Family and Pittsburgh Sports.,2017-04-04T01:14:41,"Toledo, OH",,849067667814326272,Carley_Smuke,2011-03-26T16:49:10,0,
527,C0DEED,657,Had Gonzaga from the start.. 1 more game! #nationalchampionship https://t.co/DqA0PitAIn,Crew Wolves Academy,2017-04-04T01:14:41,Canada,,849067667856248835,Josh1Savoni,2014-06-24T02:44:49,0,
528,131516,292,🙌🏽! https://t.co/1hKL3xVF98,Alumna of The University of Toledo; Clinical Therapist; Wanderlust; Lover of Family and Pittsburgh Sports.,2017-04-04T01:14:41,"Toledo, OH",,849067667814326272,Carley_Smuke,2011-03-26T16:49:10,0,
529,B2DFDA,182,Let's go Heels! 🐏 #NationalChampionship #MarchMadness,"#PR professional | #Pitt grad | Dogs, food, Philly, #news, #sports | Views are my own.",2017-04-04T01:14:41,"Washington, DC ",,849067668934193152,JenAnnaLandes,2011-12-18T03:55:45,0,
530,C0DEED,604,#GoHeels #nationalchampionship LETS GET IT BOYS!!,CA✈ @UNC |@IMGAcademy| Los Angeles---Bradenton---Chapel Hill|f*** Duke | #TeamLH,2017-04-04T01:14:42,"Chapel Hill, North Carolina",,849067669743689730,anthony_LOL9,2015-11-26T08:15:10,0,
531,1A1B1F,2138,No pony in tonight's race. Hopefully this will be a good game. #FinalFour #nationalchampionship,Believer ~ Journalist ~ Runner ~ ΦΒΣ,2017-04-04T01:14:42,"Philadelphia, PA",,849067669873733632,SGIII,2009-06-04T08:45:14,0,
532,C0DEED,225,#NationalChampionship drinking game: Take a drink for every #Masters commercial you see tonight #JimNantz #ATraditionUnlikeAnyOther,UT & TCU grad,2017-04-04T01:14:42,"Ft. Worth, TX",,849067670393716736,blake_mcadow,2011-03-28T18:12:07,0,
533,C0DEED,183,The National Anthem will always be the greatest pump-up song in the world. 🇺🇸 #NationalChampionship,Babson College Baseball 2019 || #NYR || #NYY,2017-04-04T01:14:42,,,849067670741946368,genaro_mike,2015-02-17T16:22:01,0,
534,C0DEED,203,This is the game that every kid wishes to play in #NationalChampionship 🏀 #UNCBBall,"I'm basketball coach, family man, but most importantly is that im a FATHER first",2017-04-04T01:14:42,"Wilmington, IL",,849067671480147971,Walt_34,2011-09-09T18:48:58,0,
535,C0DEED,519,"Gonzaga 80, UNC 77 

#nationalchampionship",Cubs ✖️ Bulls ✖️ Bears ✖️ Blackhawks ✖️ Hawkeyes ✖️ Iowa '21 ✖️ WS Champs 2016,2017-04-04T01:14:42,Chicago,,849067670716731392,GKK2017,2014-12-30T02:23:06,0,
536,000000,3028,When you have a worthy coach on the floor #marchmadness #gonzagavsunc #sportle https://t.co/ewOZq0FHAF,"Product and technology... huge sports nut... burritos and sushi... formerly myspace, currently @sportletv",2017-04-04T01:14:41,"Los Angeles, CA",,849067669101961217,alit32,2009-02-23T07:19:35,0,
537,C0DEED,955,Time to get this money #NationalChampionship,4️⃣0️⃣5️⃣ snapchat- sweet_d4,2017-04-04T01:14:42,,,849067672503562240,Dariusjohnson_4,2012-05-28T06:27:36,0,
538,ACDED6,549,LETS GO TARHEELS!!!! #GOHEELS #NationalChampionship,💃🏽🐗🌹,2017-04-04T01:14:42,,,849067673174642688,rachaelseward,2009-10-21T22:28:29,0,
539,F5F8FA,1349,This why he turn the damn ball over so much https://t.co/JMwgRfIU8g,I got us #UCM19 | MGMT: @therealchehova / TheTableMGMT@gmail.com for inquiries,2017-04-04T01:14:42,"Dreamview, Missouri",,849067672490954754,Dame1k,2016-05-10T03:55:50,0,
540,F5F8FA,167,Gonzaga is this year Cinderella team #nationalchampionship,22. #RIPShaad,2017-04-04T01:14:42,Chasing benjis ,,849067672730042370,Luldewby_,2017-01-18T02:35:01,0,
541,022330,312,Now THAT'S how you sing the National Anthem! Killed it! #nationalchampionship #GoHeels #Gonzaga,Fresno State Alumini Bachelors in Business Finance | Orioles | Titans | Bulldogs | VaTech | Sharks | Business Analyst,2017-04-04T01:14:42,"Hanford, CA",,849067673195597825,DClim16,2009-06-30T14:28:11,0,
542,C0DEED,720,Who ya got tonight? I say UNC wins by 3. We'll see what happens #nationalchampionship,News reporter and sports enthusiast. I miss 'Mad Men'. RTs aren't endorsements.,2017-04-04T01:14:42,New York ,,849067673451470848,AndyNewsFios1,2012-08-28T23:43:45,0,
543,000000,1191,"UNC 88, Gonzaga 79 is my prediction #NationalChampionship","Words at @RELEVANT, @BleacherReport, @GoodMenProject, @RubbingTheRock, and http://eddiebecker.net",2017-04-04T01:14:43,United States,,849067674042855424,ridethepine,2009-09-03T01:30:02,0,
544,C0DEED,69,I'm really hoping for a great #nationalchampionship I think Gonzaga will win tonight I think Zach Collins is the x-factor tonight,Go Seahawks!!!!,2017-04-04T01:14:43,"Osage,IA",,849067674097389570,Lennox59124,2011-08-12T19:47:35,0,
545,F5F8FA,345,UNC 💎💎💎💎💎 https://t.co/Z6wYkFtViL,Smile and Wave 🐧,2017-04-04T01:14:42,Planet Mars ,,849067673128402946,iSoJT,2016-11-25T16:31:41,0,
546,131516,993,"It's 9:14. Tip is 9:20. How far into the 1st half do I survive, already tired &amp; having to wake up at 4am? Taking bets. #NationalChampionship",@ESPNIthaca play-by-play & anchor; @IthacaCollege '11; Wannabe rock star; Be better.,2017-04-04T01:14:43,"Ithaca, NY",,849067674260865025,Nick_Karski,2008-11-17T03:51:27,0,
547,642D8B,81,The National Amthem! Wow! Just phenomenal!Amazing! #ThankYouForYourService #NationalChampionship,,2017-04-04T01:14:43,,,849067675829641220,SkylerClark,2009-03-23T20:16:09,0,
548,EBEBEB,40,"Ladies and gents, tonight's #NationalChampionship is brought to you by #DebbyCrowder and #TheCarolinaWay #gozags",,2017-04-04T01:14:43,"Charlotte, NC",,849067675796066304,abostian,2009-08-07T00:05:19,0,
549,9AE4E8,2221,"Although I very rarely say ""Go Bulldogs"" - ""Go Zags"" is a bit more common. But either way is good as long as you're… https://t.co/ZPP7INQHqT","Love NASA, Minnesota (Twins, Gophers, Lynx, Vikings, Wild & Twolves), Zags hoops, alma maters Bethel & Minnehaha, Sarasota, Disney World & puppies of all ages",2017-04-04T01:14:43,"Twin Cities, MN",,849067676735598596,LizStrand,2009-03-17T23:37:16,0,
550,C0DEED,1786,Game time! #marchmadness #nationalchampionship #ncaa,"Official Twitter Account of Cincy Fan Zone. #Reds, #Bengals, #FCCincy, #CincyCyclones, #WWE, #bobbleheads and more. http://youtube.com/user/cincyfanzone",2017-04-04T01:14:43,,,849067677356306436,CincyFanZone,2014-07-09T19:29:59,0,
551,ACDED6,821,Stunning. #StarSpangledBanner #nationalchampionship,"Southern, but not af.",2017-04-04T01:14:43,"South Carolina, USA",,849067677654167555,trishlawish,2009-04-27T15:00:45,0,
552,C0DEED,670,The Zags will win the #NationalChampionship #UnitedWeZag https://t.co/tiZnJI4O8D,#Blessed✨ #RipGrandad👼🏾,2017-04-04T01:14:43,,,849067677910003712,SelfmadeS_,2014-03-30T23:20:26,0,
553,ACDED6,76,Guy at bar: Thy can make the American flag look like a cut up cheesecake but Kaepernick can't take a knee...? @marchmadness #truth,,2017-04-04T01:14:44,Hood River,,849067680078458880,kfix56,2011-11-30T21:23:50,0,
554,F5F8FA,3,LETS GO BULLDOGS #Gonzaga #nationalchampionship GO ZAGS,,2017-04-04T01:14:44,,,849067680346886145,ElliotM012,2017-01-16T02:24:55,0,
555,000000,591,There's 161 more Mariners games this season. So I'm going to watch the #nationalchampionship.,I write things for @Sounderatheart and @VAVELUSA,2017-04-04T01:14:44,"Enumclaw, Washington",,849067681181466624,TheRealCBlakely,2011-09-03T01:58:02,0,
556,000000,197,GAMETIME! #NCAAChampionship #NCAA #marchmadness #college #FinalFour #Gonzaga #NorthCarolina #nationalchampionship https://t.co/LKbh2pBdSo,Patriots | Celtics | Dolphins | NBA | NFL | Red Bull | Rockstar Energy | Monster Energy | LeBron | Kyrie | Westbrook | Harden | Running | Sports | PlayStation,2017-04-04T01:14:44,"Forchheim, Germany",,849067680019644416,RealStefanS,2010-11-12T05:41:31,0,
557,003842,517,"UNC 73, Gonzaga 65 #nationalchampionship",@GoBUHuskies athletic communications|@BloomsburgU '16| @Lakers,2017-04-04T01:14:44,,,849067681336745984,Lower_Merion33,2012-07-23T20:43:05,0,
558,000000,261,Fantastic edit. Even better VO. Mahershala Ali is the man. https://t.co/GXFeV9eHND,Anything for The Shot. Video Producer for the Wisconsin Badgers,2017-04-04T01:14:44,"Wisconsin, United States",,849067681269645313,J_Mao,2007-05-07T02:11:45,0,
559,C0DEED,1015,Zaga needs to do it for the culture tonight 😈 #NationalChampionship,| Jeremiah 29:11 | Sports Fanatic | College Student | #EveryonesALobo #MavsNation #FLYEaglesFLY #DukeBlueDevils #RedSox,2017-04-04T01:14:45,"Albuquerque, NM",,849067683740037125,Demar_24,2011-11-17T18:00:37,0,
560,352726,715,@ZagMBB #Zags r gonna #ZigZag their way to a 🏆🏆🏆#Bulldogs https://t.co/mosg6gy8Xy,Neutered bicurious cat shackin up w/crazy human lady I adopted. #Atheist #IStandWithPP #LGBTQ #CatsOfTwitter #AdoptDontShop #Resistance I hate stupid people.,2017-04-04T01:14:45,Whoville,,849067684268584962,ferociousfuz,2011-06-03T00:33:20,0,
561,000000,27913,"BUCKLE UP. 

It's time. #NationalChampionship https://t.co/nLWoHUvZAe",OFFICIAL || ACC. Highlights. Features. #MustSeeACC,2017-04-04T01:14:45,IG/SC: @theACCDN ,,849067685505794050,theACCDN,2011-09-30T21:08:59,0,
